X,Y
-0.0315272303019471,-0.09036759074648164
-0.028107699776213104,-0.09762020963363696
-0.027425662006396637,-0.11669267934742399
-0.028451142916841643,-0.13309724147394303
-0.0315487780526557,-0.13913742757458156
-0.01608175145974267,-0.13961157895506712
-0.019432669803842492,-0.1303423374889955
-0.018149005918355013,-0.11675857079973449
-0.006843647516420762,-0.11963436128861467
-0.007751098673945535,-0.1078567175111971
-0.01948987496569478,-0.11047795141450363
-0.01948987496569478,-0.09735330020774342
-0.007136833291359802,-0.09779659261057361
-0.0037847176058051608,-0.0922628861814026
-0.014923217685280219,-0.08996298855270563
-0.030301608579400785,-0.09016794932541648
-0.01059851414056444,-0.0954174118289781
-0.02056952215932677,-0.09844458184361585
-0.020081312886616822,-0.11129006126512306
-0.00770696144154464,-0.10978492051046072
-0.01110104758500714,-0.1167090996488951
-0.02021067468642845,-0.11924189148651533
-0.019866124812244052,-0.134494334008867
-0.02451793254695361,-0.13844493211941758
-0.027363662455780133,-0.1336463447654813
-0.026708762915563775,-0.12069399363895887
-0.026899892775841473,-0.09992679587387507
-0.028768718291634906,-0.09163838743861877
-0.015712974321199884,-0.09159295027172888
-0.004857640634801232,-0.09425990923844346
