X,Y
-0.0317434702181672,-0.01879217847762799
-0.03226900539618135,-0.02284262254244496
-0.03349755141732844,-0.028250881199042874
-0.03490701901226549,-0.03288508993093784
-0.035523177988125446,-0.035874690876879826
-0.03087351906298976,-0.03409572267736981
-0.027455883740602084,-0.031046060133669885
-0.03251251573237964,-0.033607806360201754
-0.03328831549576262,-0.03194616688297436
-0.03206719104531114,-0.02765377915485386
-0.030957799472764953,-0.022545351247073065
-0.029795169160406716,-0.01774863175851527
-0.026323291431691317,-0.01908554904030306
-0.020778390923226732,-0.020918690530386162
-0.017006605687153974,-0.021701028991525498
-0.01582405903451356,-0.025483834795310637
-0.014894819416157608,-0.030238836697674805
-0.013294201650488561,-0.03473429512368296
-0.014823356834271403,-0.03566190991409253
-0.01591128104517006,-0.03641434430575361
-0.011086420135911833,-0.03900792513665911
-0.010500979945249763,-0.03754968290324941
-0.012226859300604086,-0.034247915306355896
-0.013944302068806992,-0.02902160352589671
-0.015039503137844964,-0.023786563517550395
-0.016462295946568648,-0.02025617337414391
-0.020247969322427402,-0.019611370262518284
-0.02572102069182216,-0.017912846713518393
-0.030965280854792106,-0.016094371849441957
-0.0317434702181672,-0.01879217847762799
