X,Y
-0.018696995272887738,-0.035730971914869285
-0.019493813516968106,-0.039348763839871605
-0.021680219212561518,-0.04401323796469407
-0.025686740481182746,-0.05045882461427367
-0.03194390544434661,-0.05941995411354738
-0.03836814809836415,-0.06899945181470027
-0.03683486877162271,-0.07307169518586142
-0.027368058099289067,-0.07394171886881147
-0.025431401763772295,-0.0775439363890805
-0.030709929765611373,-0.07594492146071466
-0.0385602461249757,-0.07553392575192429
-0.05117626063626349,-0.07565321959061458
-0.0567967429683592,-0.07644788094549969
-0.06159654757764069,-0.07994457377572196
-0.060565938570771916,-0.07519702824198465
-0.06282324703143141,-0.08086267691393798
-0.05950501687833395,-0.07910186332928527
-0.05387578608506405,-0.07717883111879285
-0.04288331345703023,-0.07652757696541578
-0.031979421775676496,-0.07701221441343553
-0.02745875613857786,-0.07887359910123262
-0.02395772936383753,-0.07735716521942214
-0.02763907783897483,-0.07258387900086645
-0.03567689708730898,-0.07207514757071302
-0.037659550034139205,-0.06987652159369812
-0.0314639759045326,-0.060898656104074717
-0.024356249175801935,-0.051005600583838684
-0.020162604707050825,-0.04411346213939213
-0.018349109118564657,-0.03924905107891704
-0.018696995272887738,-0.035730971914869285
