X,Y
-0.037509867984036584,0.09747281647671334
-0.030370156138784254,0.09516325487918345
-0.0413740988769383,0.08981014512563813
-0.056057159637075415,0.08477466073671233
-0.04998965489552797,0.08292915048670288
-0.0352774754765561,0.09023973421690969
-0.020317027059957426,0.08581234985809855
-0.02767889601431846,0.07281841458624809
-0.04491975159106716,0.058234508292475666
-0.05729217520636109,0.043356814028600324
-0.06259834169871895,0.02834000719911973
-0.060948918718193176,0.012931133175342484
-0.05215055037873044,-0.0007464373922972789
-0.036591666226200546,-0.01100590665597876
-0.019656627423873883,-0.01689626869379138
-0.005384219688876988,-0.02446310653488536
-0.004101486511816867,-0.03846810871132243
-0.0037371285387610763,-0.027639041363622066
-0.013397418426526655,-0.016935637149187024
-0.031055551445509685,-0.012055103779231522
-0.048519718800554876,-0.0022391182068661857
-0.05883974852444067,0.011104085166270018
-0.06130987675327644,0.027029049088549917
-0.05701323760031999,0.041476235174081104
-0.04655049469225905,0.05475742498641231
-0.02725857534747348,0.07123814478310701
-0.018825745368985517,0.08390463797909972
-0.029729367425434063,0.09247382279291733
-0.0375098061481073,0.09748304244231042
-0.04904266351577534,0.08507506128009418
