X,Y
-0.07715385262438855,-0.09029551077440827
-0.07465351077907126,-0.09621475977342203
-0.07427349035012416,-0.1093604292340167
-0.07442145529113961,-0.12796463702436142
-0.07544984217757184,-0.1344767584125557
-0.07717404669190255,-0.13952314856657144
-0.061996879050252675,-0.13987864063728372
-0.05132236880425872,-0.13924920602058888
-0.047890151159527335,-0.12811082919608766
-0.05480405939229755,-0.1320388510656047
-0.0656210570926498,-0.1335683110246467
-0.0656210570926498,-0.122565080587076
-0.0655837059467381,-0.10952586231910087
-0.06531316965021501,-0.09827691659192621
-0.06154458472914739,-0.09045941283339867
-0.0736013448612057,-0.0899713122141447
-0.06620319866128262,-0.09627978714953678
-0.06682135331969698,-0.10777171089199789
-0.06698662916111388,-0.12486328491532263
-0.06671879646477524,-0.13311988235391306
-0.056930189194113266,-0.13396979133094628
-0.05095524673748872,-0.1347501129917126
-0.05947981822325747,-0.13844493211941758
-0.07293792634574285,-0.13834878313035964
-0.07408902958804839,-0.13442743706980254
-0.0731333320499839,-0.12425148424802883
-0.07282598249539536,-0.1096688400597986
-0.07327192193516711,-0.09741187397261887
-0.07246418332835064,-0.09159295027172888
-0.0654048171764297,-0.09389950937807663
