X,Y
-0.027274511949618437,-0.03400105258510847
-0.02920355044367654,-0.03915447956086413
-0.030953687517028036,-0.04349993815815779
-0.03379578684700569,-0.049306071687264905
-0.03723647407418978,-0.05570024522676285
-0.04078237483916057,-0.06180982385522899
-0.04394011478249837,-0.06676217265124072
-0.046216319544783446,-0.06968465669337538
-0.050073705745861695,-0.07030757496014332
-0.05810241550118915,-0.06871429733134893
-0.06229180364843029,-0.06975865837153619
-0.06532344400379435,-0.07178147170155041
-0.06980821488904015,-0.07440392529601843
-0.0673185705620717,-0.07665248287738138
-0.06178878959770122,-0.07404903269552013
-0.0611965181345984,-0.07284544226556476
-0.059201431446206085,-0.06973462943170826
-0.05273659638685951,-0.07082420172872879
-0.04868987642650504,-0.0717350740113181
-0.045582132085182636,-0.07075221564606553
-0.04234172827143716,-0.0670012577026295
-0.03789702989381347,-0.059607831250668576
-0.03406540543815626,-0.05256362166523322
-0.030863777298330196,-0.045932362401778795
-0.02807958958400614,-0.039558390445973396
-0.02613646539254955,-0.03442902091990263
-0.025458027821325856,-0.03153156894565211
-0.06728370623215905,-0.0749239699696011
-0.06697137370244292,-0.07327044884601208
-0.06598145695301663,-0.07429375697412074
