X,Y
0.00934211386365211,-0.03717257135633663
0.01029510691585233,-0.04401235500078224
0.01170755666553712,-0.05199668547034191
0.01392318057704234,-0.06174360228710852
0.016422974274875612,-0.06883138851421607
0.018975704842868698,-0.07257919167628037
0.025390184566704024,-0.0736898077285812
0.0327709776686296,-0.075093218862864
0.029892098013770983,-0.07747332497338467
0.024306218647539308,-0.07609190045881561
0.015337658320132496,-0.07573764363741024
0.0047341438873229865,-0.07617764592745807
-0.0016430662670751958,-0.07762018861134666
-0.0052298848907525695,-0.0807808776246643
-0.005695105419700704,-0.07694638662630432
-0.004103961352040063,-0.0820188529150324
-0.0013574146224663672,-0.07895945088570537
0.0059114800046880705,-0.07719220998068604
0.015485976814914756,-0.07658646115322436
0.02456412257749359,-0.07726158586929086
0.03034396406170461,-0.07933696559485603
0.035097647494294226,-0.07726998475713057
0.032153891733841485,-0.07345120950326349
0.022078182144773813,-0.07262979321000415
0.018453942660264427,-0.069950651426689
0.016253046765564022,-0.0649961654103573
0.014028541435044051,-0.057111888681291995
0.011974982820947425,-0.04729025141740861
0.010804079548236452,-0.03861358713660936
0.00934211386365211,-0.03717257135633663
