X,Y
-0.035635788710129034,0.053936513344399535
-0.04181683660137911,0.04505263797668336
-0.04498815014539134,0.03569830902704881
-0.045158793751670055,0.02627236051368649
-0.04233783182971959,0.01717362645478702
-0.03653432878904427,0.008800940868541033
-0.02807820305799957,0.002136118268461826
-0.018549994037099594,-0.002606196687945688
-0.02354618631317206,0.0009342426647328273
-0.03260548982250911,0.006753480074339859
-0.03859480557641622,0.013110094176628038
-0.042503928376753715,0.021426973000752
-0.04383663473098566,0.031266720957900104
-0.042080086594774975,0.04100927115886919
-0.03723866399861799,0.05002301492420675
-0.030575059149216766,0.05669126330270332
-0.03492229949991132,0.04716651904293846
-0.037299504293721975,0.03769944875448721
-0.037034145549260225,0.02812608396416763
-0.034126223266526104,0.018339317266568265
-0.027937686912971504,0.008863381470105675
-0.01879929872214908,0.0004373220327739358
-0.017927469027144365,0.0014098935541669662
-0.025479034589702475,0.007937101704585213
-0.031769528750483826,0.016168336447499734
-0.03520075981540731,0.025534080669607745
-0.03601424776938013,0.035554013043088514
-0.03419600185381894,0.045430660328693404
-0.029735063310922627,0.05551873287136005
-0.035635788710129034,0.053936513344399535
