X,Y
0.02051450953502403,0.05285531376329903
0.01868548707541362,0.05220792771735419
0.016075797337645067,0.05140699525420478
0.013080157284963928,0.050560166454735975
0.009298711893606688,0.04954720038496981
0.006506742405511046,0.04857587862098344
0.007191331873789758,0.04831807909444503
0.008985283447219604,0.048538186819039465
0.011480801553369627,0.04902742690750887
0.014430412534962326,0.04972249214520089
0.017586642734720187,0.05056007531746312
0.020702018495365657,0.05147686920964319
0.022194438230762396,0.050903112669485905
0.02032157929882075,0.04921488776803254
0.017380193383432687,0.047276757868434535
0.014919439199233244,0.046124848604506205
0.012586771843800717,0.045533779983892415
0.010476732420752049,0.044660130502837084
0.00714274215296586,0.04361601123671052
0.006010285286493111,0.04260903467066359
0.007681788938539681,0.042757139780815405
0.010340524940929177,0.043419105988938805
0.013453319560824092,0.044422257711103495
0.016486999065386986,0.04559391936337915
0.018908389721780317,0.04676141536183547
0.02116970577016068,0.048456537019421785
0.02325331431075057,0.05075344811183202
0.02441215376968981,0.05280106979978766
0.02407644997182448,0.053904176153759295
0.02051450953502403,0.05285531376329903
