X,Y
-0.0036322811095539894,-0.13520133337611606
-0.00465823076779493,-0.13435859417730148
-0.005714609443544086,-0.13419810779811406
-0.006760030068033116,-0.13471987423855383
-0.007624290641794007,-0.13582610743863854
-0.007760308276960824,-0.13702492625648538
-0.00720781135490562,-0.1379962743183022
-0.006075601321567209,-0.13844094764775722
-0.004675052780199488,-0.13819475294316388
-0.003665409486471584,-0.13746102053691595
-0.0032203647170397274,-0.1364514688865657
-0.003499735688819176,-0.13537705671844125
-0.006749705970754304,-0.1331555864729947
-0.00568523730419495,-0.13270423103174944
-0.004831985206572541,-0.13285172044018076
-0.0038393399424010394,-0.13355928540423262
-0.0029482268037997715,-0.13461527421844027
-0.0023440419208380016,-0.13580501767956563
-0.002206521001590496,-0.13700408970567632
-0.0025339571186446066,-0.1382066135672337
-0.003217181999973083,-0.13910604487779843
-0.004166913795001859,-0.13966757884816366
-0.0052938706531568515,-0.13985641068912252
-0.006508770723863977,-0.13963773561146822
-0.0077223321565491375,-0.13897674882599387
-0.008737827863255367,-0.13795453970979768
-0.009263431926488108,-0.13686411865952613
-0.009287303213733673,-0.13577402541119699
-0.00880520973237857,-0.13474350786139927
-0.007812919489809288,-0.13383181390672208
